Data;Ano;Mês;Nome do Mês;Dia;Dia da Semana;Dia Útil;Semana;CW;Trimestre;Nome do Trimestre;Semestre;Nome do Semestre;Início do Mês;Mês/Ano;Mês/Ano Curto
2028-04-24;2028;4;Abril;24;Segunda-Feira;Dia Útil;18;18/28;2;Trim 2;1;Semestre 1;2028-04-01;abr/28;abr/28
2028-04-25;2028;4;Abril;25;Terça-Feira;Dia Útil;18;18/28;2;Trim 2;1;Semestre 1;2028-04-01;abr/28;abr/28
2028-04-26;2028;4;Abril;26;Quarta-Feira;Dia Útil;18;18/28;2;Trim 2;1;Semestre 1;2028-04-01;abr/28;abr/28
2028-04-27;2028;4;Abril;27;Quinta-Feira;Dia Útil;18;18/28;2;Trim 2;1;Semestre 1;2028-04-01;abr/28;abr/28
2028-04-28;2028;4;Abril;28;Sexta-Feira;Dia Útil;18;18/28;2;Trim 2;1;Semestre 1;2028-04-01;abr/28;abr/28
2028-04-29;2028;4;Abril;29;Sábado;Final de Semana;18;18/28;2;Trim 2;1;Semestre 1;2028-04-01;abr/28;abr/28
2028-04-30;2028;4;Abril;30;Domingo;Final de Semana;19;19/28;2;Trim 2;1;Semestre 1;2028-04-01;abr/28;abr/28
2028-05-01;2028;5;Maio;1;Segunda-Feira;Dia Útil;19;19/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-02;2028;5;Maio;2;Terça-Feira;Dia Útil;19;19/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-03;2028;5;Maio;3;Quarta-Feira;Dia Útil;19;19/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-04;2028;5;Maio;4;Quinta-Feira;Dia Útil;19;19/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-05;2028;5;Maio;5;Sexta-Feira;Dia Útil;19;19/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-06;2028;5;Maio;6;Sábado;Final de Semana;19;19/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-07;2028;5;Maio;7;Domingo;Final de Semana;20;20/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-08;2028;5;Maio;8;Segunda-Feira;Dia Útil;20;20/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-09;2028;5;Maio;9;Terça-Feira;Dia Útil;20;20/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-10;2028;5;Maio;10;Quarta-Feira;Dia Útil;20;20/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-11;2028;5;Maio;11;Quinta-Feira;Dia Útil;20;20/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-12;2028;5;Maio;12;Sexta-Feira;Dia Útil;20;20/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-13;2028;5;Maio;13;Sábado;Final de Semana;20;20/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-14;2028;5;Maio;14;Domingo;Final de Semana;21;21/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-15;2028;5;Maio;15;Segunda-Feira;Dia Útil;21;21/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-16;2028;5;Maio;16;Terça-Feira;Dia Útil;21;21/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-17;2028;5;Maio;17;Quarta-Feira;Dia Útil;21;21/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-18;2028;5;Maio;18;Quinta-Feira;Dia Útil;21;21/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-19;2028;5;Maio;19;Sexta-Feira;Dia Útil;21;21/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-20;2028;5;Maio;20;Sábado;Final de Semana;21;21/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-21;2028;5;Maio;21;Domingo;Final de Semana;22;22/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-22;2028;5;Maio;22;Segunda-Feira;Dia Útil;22;22/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-23;2028;5;Maio;23;Terça-Feira;Dia Útil;22;22/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-24;2028;5;Maio;24;Quarta-Feira;Dia Útil;22;22/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-25;2028;5;Maio;25;Quinta-Feira;Dia Útil;22;22/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-26;2028;5;Maio;26;Sexta-Feira;Dia Útil;22;22/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-27;2028;5;Maio;27;Sábado;Final de Semana;22;22/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-28;2028;5;Maio;28;Domingo;Final de Semana;23;23/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-29;2028;5;Maio;29;Segunda-Feira;Dia Útil;23;23/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-30;2028;5;Maio;30;Terça-Feira;Dia Útil;23;23/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-05-31;2028;5;Maio;31;Quarta-Feira;Dia Útil;23;23/28;2;Trim 2;1;Semestre 1;2028-05-01;mai/28;mai/28
2028-06-01;2028;6;Junho;1;Quinta-Feira;Dia Útil;23;23/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-02;2028;6;Junho;2;Sexta-Feira;Dia Útil;23;23/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-03;2028;6;Junho;3;Sábado;Final de Semana;23;23/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-04;2028;6;Junho;4;Domingo;Final de Semana;24;24/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-05;2028;6;Junho;5;Segunda-Feira;Dia Útil;24;24/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-06;2028;6;Junho;6;Terça-Feira;Dia Útil;24;24/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-07;2028;6;Junho;7;Quarta-Feira;Dia Útil;24;24/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-08;2028;6;Junho;8;Quinta-Feira;Dia Útil;24;24/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-09;2028;6;Junho;9;Sexta-Feira;Dia Útil;24;24/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-10;2028;6;Junho;10;Sábado;Final de Semana;24;24/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-11;2028;6;Junho;11;Domingo;Final de Semana;25;25/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-12;2028;6;Junho;12;Segunda-Feira;Dia Útil;25;25/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-13;2028;6;Junho;13;Terça-Feira;Dia Útil;25;25/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-14;2028;6;Junho;14;Quarta-Feira;Dia Útil;25;25/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-15;2028;6;Junho;15;Quinta-Feira;Dia Útil;25;25/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-16;2028;6;Junho;16;Sexta-Feira;Dia Útil;25;25/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-17;2028;6;Junho;17;Sábado;Final de Semana;25;25/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-18;2028;6;Junho;18;Domingo;Final de Semana;26;26/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-19;2028;6;Junho;19;Segunda-Feira;Dia Útil;26;26/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-20;2028;6;Junho;20;Terça-Feira;Dia Útil;26;26/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-21;2028;6;Junho;21;Quarta-Feira;Dia Útil;26;26/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-22;2028;6;Junho;22;Quinta-Feira;Dia Útil;26;26/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-23;2028;6;Junho;23;Sexta-Feira;Dia Útil;26;26/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-24;2028;6;Junho;24;Sábado;Final de Semana;26;26/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-25;2028;6;Junho;25;Domingo;Final de Semana;27;27/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-26;2028;6;Junho;26;Segunda-Feira;Dia Útil;27;27/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-27;2028;6;Junho;27;Terça-Feira;Dia Útil;27;27/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-28;2028;6;Junho;28;Quarta-Feira;Dia Útil;27;27/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-29;2028;6;Junho;29;Quinta-Feira;Dia Útil;27;27/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-06-30;2028;6;Junho;30;Sexta-Feira;Dia Útil;27;27/28;2;Trim 2;1;Semestre 1;2028-06-01;jun/28;jun/28
2028-07-01;2028;7;Julho;1;Sábado;Final de Semana;27;27/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-02;2028;7;Julho;2;Domingo;Final de Semana;28;28/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-03;2028;7;Julho;3;Segunda-Feira;Dia Útil;28;28/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-04;2028;7;Julho;4;Terça-Feira;Dia Útil;28;28/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-05;2028;7;Julho;5;Quarta-Feira;Dia Útil;28;28/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-06;2028;7;Julho;6;Quinta-Feira;Dia Útil;28;28/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-07;2028;7;Julho;7;Sexta-Feira;Dia Útil;28;28/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-08;2028;7;Julho;8;Sábado;Final de Semana;28;28/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-09;2028;7;Julho;9;Domingo;Final de Semana;29;29/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-10;2028;7;Julho;10;Segunda-Feira;Dia Útil;29;29/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-11;2028;7;Julho;11;Terça-Feira;Dia Útil;29;29/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-12;2028;7;Julho;12;Quarta-Feira;Dia Útil;29;29/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-13;2028;7;Julho;13;Quinta-Feira;Dia Útil;29;29/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-14;2028;7;Julho;14;Sexta-Feira;Dia Útil;29;29/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-15;2028;7;Julho;15;Sábado;Final de Semana;29;29/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-16;2028;7;Julho;16;Domingo;Final de Semana;30;30/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-17;2028;7;Julho;17;Segunda-Feira;Dia Útil;30;30/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-18;2028;7;Julho;18;Terça-Feira;Dia Útil;30;30/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-19;2028;7;Julho;19;Quarta-Feira;Dia Útil;30;30/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-20;2028;7;Julho;20;Quinta-Feira;Dia Útil;30;30/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-21;2028;7;Julho;21;Sexta-Feira;Dia Útil;30;30/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-22;2028;7;Julho;22;Sábado;Final de Semana;30;30/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-23;2028;7;Julho;23;Domingo;Final de Semana;31;31/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-24;2028;7;Julho;24;Segunda-Feira;Dia Útil;31;31/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-25;2028;7;Julho;25;Terça-Feira;Dia Útil;31;31/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-26;2028;7;Julho;26;Quarta-Feira;Dia Útil;31;31/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-27;2028;7;Julho;27;Quinta-Feira;Dia Útil;31;31/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-28;2028;7;Julho;28;Sexta-Feira;Dia Útil;31;31/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-29;2028;7;Julho;29;Sábado;Final de Semana;31;31/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-30;2028;7;Julho;30;Domingo;Final de Semana;32;32/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-07-31;2028;7;Julho;31;Segunda-Feira;Dia Útil;32;32/28;3;Trim 3;2;Semestre 2;2028-07-01;jul/28;jul/28
2028-08-01;2028;8;Agosto;1;Terça-Feira;Dia Útil;32;32/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-02;2028;8;Agosto;2;Quarta-Feira;Dia Útil;32;32/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-03;2028;8;Agosto;3;Quinta-Feira;Dia Útil;32;32/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-04;2028;8;Agosto;4;Sexta-Feira;Dia Útil;32;32/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-05;2028;8;Agosto;5;Sábado;Final de Semana;32;32/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-06;2028;8;Agosto;6;Domingo;Final de Semana;33;33/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-07;2028;8;Agosto;7;Segunda-Feira;Dia Útil;33;33/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-08;2028;8;Agosto;8;Terça-Feira;Dia Útil;33;33/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-09;2028;8;Agosto;9;Quarta-Feira;Dia Útil;33;33/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-10;2028;8;Agosto;10;Quinta-Feira;Dia Útil;33;33/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-11;2028;8;Agosto;11;Sexta-Feira;Dia Útil;33;33/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-12;2028;8;Agosto;12;Sábado;Final de Semana;33;33/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-13;2028;8;Agosto;13;Domingo;Final de Semana;34;34/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-14;2028;8;Agosto;14;Segunda-Feira;Dia Útil;34;34/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-15;2028;8;Agosto;15;Terça-Feira;Dia Útil;34;34/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-16;2028;8;Agosto;16;Quarta-Feira;Dia Útil;34;34/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-17;2028;8;Agosto;17;Quinta-Feira;Dia Útil;34;34/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-18;2028;8;Agosto;18;Sexta-Feira;Dia Útil;34;34/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-19;2028;8;Agosto;19;Sábado;Final de Semana;34;34/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-20;2028;8;Agosto;20;Domingo;Final de Semana;35;35/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-21;2028;8;Agosto;21;Segunda-Feira;Dia Útil;35;35/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-22;2028;8;Agosto;22;Terça-Feira;Dia Útil;35;35/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-23;2028;8;Agosto;23;Quarta-Feira;Dia Útil;35;35/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-24;2028;8;Agosto;24;Quinta-Feira;Dia Útil;35;35/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-25;2028;8;Agosto;25;Sexta-Feira;Dia Útil;35;35/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-26;2028;8;Agosto;26;Sábado;Final de Semana;35;35/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-27;2028;8;Agosto;27;Domingo;Final de Semana;36;36/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-28;2028;8;Agosto;28;Segunda-Feira;Dia Útil;36;36/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-29;2028;8;Agosto;29;Terça-Feira;Dia Útil;36;36/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-30;2028;8;Agosto;30;Quarta-Feira;Dia Útil;36;36/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-08-31;2028;8;Agosto;31;Quinta-Feira;Dia Útil;36;36/28;3;Trim 3;2;Semestre 2;2028-08-01;ago/28;ago/28
2028-09-01;2028;9;Setembro;1;Sexta-Feira;Dia Útil;36;36/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-02;2028;9;Setembro;2;Sábado;Final de Semana;36;36/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-03;2028;9;Setembro;3;Domingo;Final de Semana;37;37/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-04;2028;9;Setembro;4;Segunda-Feira;Dia Útil;37;37/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-05;2028;9;Setembro;5;Terça-Feira;Dia Útil;37;37/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-06;2028;9;Setembro;6;Quarta-Feira;Dia Útil;37;37/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-07;2028;9;Setembro;7;Quinta-Feira;Dia Útil;37;37/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-08;2028;9;Setembro;8;Sexta-Feira;Dia Útil;37;37/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-09;2028;9;Setembro;9;Sábado;Final de Semana;37;37/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-10;2028;9;Setembro;10;Domingo;Final de Semana;38;38/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-11;2028;9;Setembro;11;Segunda-Feira;Dia Útil;38;38/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-12;2028;9;Setembro;12;Terça-Feira;Dia Útil;38;38/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-13;2028;9;Setembro;13;Quarta-Feira;Dia Útil;38;38/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-14;2028;9;Setembro;14;Quinta-Feira;Dia Útil;38;38/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-15;2028;9;Setembro;15;Sexta-Feira;Dia Útil;38;38/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-16;2028;9;Setembro;16;Sábado;Final de Semana;38;38/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-17;2028;9;Setembro;17;Domingo;Final de Semana;39;39/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-18;2028;9;Setembro;18;Segunda-Feira;Dia Útil;39;39/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-19;2028;9;Setembro;19;Terça-Feira;Dia Útil;39;39/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-20;2028;9;Setembro;20;Quarta-Feira;Dia Útil;39;39/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-21;2028;9;Setembro;21;Quinta-Feira;Dia Útil;39;39/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-22;2028;9;Setembro;22;Sexta-Feira;Dia Útil;39;39/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-23;2028;9;Setembro;23;Sábado;Final de Semana;39;39/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-24;2028;9;Setembro;24;Domingo;Final de Semana;40;40/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-25;2028;9;Setembro;25;Segunda-Feira;Dia Útil;40;40/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-26;2028;9;Setembro;26;Terça-Feira;Dia Útil;40;40/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-27;2028;9;Setembro;27;Quarta-Feira;Dia Útil;40;40/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-28;2028;9;Setembro;28;Quinta-Feira;Dia Útil;40;40/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-29;2028;9;Setembro;29;Sexta-Feira;Dia Útil;40;40/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-09-30;2028;9;Setembro;30;Sábado;Final de Semana;40;40/28;3;Trim 3;2;Semestre 2;2028-09-01;set/28;set/28
2028-10-01;2028;10;Outubro;1;Domingo;Final de Semana;41;41/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-02;2028;10;Outubro;2;Segunda-Feira;Dia Útil;41;41/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-03;2028;10;Outubro;3;Terça-Feira;Dia Útil;41;41/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-04;2028;10;Outubro;4;Quarta-Feira;Dia Útil;41;41/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-05;2028;10;Outubro;5;Quinta-Feira;Dia Útil;41;41/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-06;2028;10;Outubro;6;Sexta-Feira;Dia Útil;41;41/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-07;2028;10;Outubro;7;Sábado;Final de Semana;41;41/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-08;2028;10;Outubro;8;Domingo;Final de Semana;42;42/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-09;2028;10;Outubro;9;Segunda-Feira;Dia Útil;42;42/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-10;2028;10;Outubro;10;Terça-Feira;Dia Útil;42;42/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-11;2028;10;Outubro;11;Quarta-Feira;Dia Útil;42;42/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-12;2028;10;Outubro;12;Quinta-Feira;Dia Útil;42;42/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-13;2028;10;Outubro;13;Sexta-Feira;Dia Útil;42;42/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-14;2028;10;Outubro;14;Sábado;Final de Semana;42;42/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-15;2028;10;Outubro;15;Domingo;Final de Semana;43;43/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-16;2028;10;Outubro;16;Segunda-Feira;Dia Útil;43;43/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-17;2028;10;Outubro;17;Terça-Feira;Dia Útil;43;43/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-18;2028;10;Outubro;18;Quarta-Feira;Dia Útil;43;43/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-19;2028;10;Outubro;19;Quinta-Feira;Dia Útil;43;43/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-20;2028;10;Outubro;20;Sexta-Feira;Dia Útil;43;43/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-21;2028;10;Outubro;21;Sábado;Final de Semana;43;43/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-22;2028;10;Outubro;22;Domingo;Final de Semana;44;44/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-23;2028;10;Outubro;23;Segunda-Feira;Dia Útil;44;44/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-24;2028;10;Outubro;24;Terça-Feira;Dia Útil;44;44/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-25;2028;10;Outubro;25;Quarta-Feira;Dia Útil;44;44/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-26;2028;10;Outubro;26;Quinta-Feira;Dia Útil;44;44/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-27;2028;10;Outubro;27;Sexta-Feira;Dia Útil;44;44/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-28;2028;10;Outubro;28;Sábado;Final de Semana;44;44/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-29;2028;10;Outubro;29;Domingo;Final de Semana;45;45/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-30;2028;10;Outubro;30;Segunda-Feira;Dia Útil;45;45/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
2028-10-31;2028;10;Outubro;31;Terça-Feira;Dia Útil;45;45/28;4;Trim 4;2;Semestre 2;2028-10-01;out/28;out/28
